,id,url,propertyType,name,publishedOn,uuid,postalCode,description,address,listingCondition,listingStatus,latitude,longitude,category,price,priceActual,priceMax,priceMin,sqft,livingRooms,beds,bedsMax,bedsMin,baths,isRetirementHome,isSharedOwnership,studentFriendly,images,features,additionalLinks,floorPlan,agentAddress,agentName,agentPhone,availableFrom,floorArea
186,66732702,https://www.zoopla.co.uk/to-rent/details/66732702/,semi_detached,4 bed semi-detached house to rent,2024-02-26T20:04:20,6B4B7652-797A-41CD-9F22-ACA99A2FAB3B,BS11 9AH,"Property Reference: 1839432.<br><br>We are proud to offer this delightful 4 bedroom, 2 bathroom semi-detached house in a great location. Avonmouth is an ideal location, a 5 minute walk to a train station, instant access to the M5 and the Portway to get to City Centre.<br><br>The property is not only recently refurbished but also extremely spacious. This is a large property with large bedrooms and plenty of space for sharers or a family to call home.<br><br>Available to move in from 21st of April 2024, this property benefits from available parking, and garden access. Property is offered unfurnished.<br><br>Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing!<br><br><strong>Summary &amp; Exclusions:</strong><br>- Rent Amount: £2,295.00 per month (£529.62 per week)<br>- Deposit / Bond: £2,648.07<br>- 4 Bedrooms<br>- 2 Bathrooms<br>- Property comes unfurnished<br>- Available to move in from 21 April, 2024<br>- Minimum tenancy term is 12 months<br>- Maximum number of tenants is 4<br>- No Students<br>- No Pets, sorry<br>- No Smokers<br>- Family Friendly<br>- Bills not included<br>- Property has parking<br>- Property has garden access<br>- EPC Rating: C<br><br><strong> If calling, please quote reference: 1839432 </strong><br><br><strong>Fees:</strong><br>You will <strong>not</strong> be charged any admin fees.<br><br>** Contact today to book a viewing and have the landlord show you round! **<br>Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.<br><br><i>OpenRent endeavours to make all property particulars as accurate and reliable as possible, however if you require any further clarification or information please contact us. When applying for a tenancy using the Rent Now process, you will be required to pay one month's rent and any deposit before moving in. This will be paid to OpenRent and released to the landlord once you have moved in. With OpenRent there are no administration fees to pay. </i><br><br><i>Property Reference one million eight hundred and thirty-nine thousand four hundred and thirty-two</i>","Clayton Street, Avonmouth, Bristol BS11",pre-owned,to_rent,51.500475,-2.701384,residential,2295.0,2295.0,2500.0,2250.0,,0.0,4.0,4.0,4.0,2,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/9cecbc971e7d9806fa09e88cab2ff0cb651cec42.jpg', 'https://lid.zoocdn.com/u/2400/1800/4ba9fd5a526ab6885a313b7a05119127992240f0.jpg', 'https://lid.zoocdn.com/u/2400/1800/2813bb366ca48be989f319ee33b5b6ea109b5994.jpg', 'https://lid.zoocdn.com/u/2400/1800/c198e0ede1b1cbc54273b6e32f8c50a32e53ff26.jpg', 'https://lid.zoocdn.com/u/2400/1800/2a75f81ef08f2e2749e693f48b5a339511703001.jpg', 'https://lid.zoocdn.com/u/2400/1800/3e20962e212690223b14baacb2e6eeb916978539.jpg']","['No Agent Fees', 'Property Reference Number: 1839432']",[],[],"20 Wenlock Road, London",OpenRent,020 3542 2178,2024-04-21T00:00:00,
187,66729958,https://www.zoopla.co.uk/to-rent/details/66729958/,terraced,4 bed terraced house to rent,2024-02-26T15:32:55,db85b9e3-7cf1-44ed-998b-27030644e9e4,BS34 7DL,"**Zero Deposit Guarantee Available**<br>Holding Deposit: 461.00<br><strong>summary</strong><br>Coming soon to the market, call to arrange viewings<br><br>Newly renovated property perfect for sharers in a great area for mod, Southmead Hospital or Aerospace Engineers.<br><br>Zero Deposits Guarantee Product Available<br><br><strong>description</strong><br>coming soon, call to enquire for viewings<br><br>Renovated in the last year, this fantastic 4 bedroom property ideal for sharers and one not to be missed. Perfect for sharers! It is also within easy access to the university and aeropsace bases as well as only a short bus journey to southmead hospital.<br><br>Downstairs provides an extended length kitchen and utility, communal space and bedroom 4.<br><br>Three further double bedrooms upstairs as well as the second bathroom.<br><br>Extensive gardens to the rear!<br><br>While every reasonable effort is made to ensure the accuracy of descriptions and content, we should make you aware of the following guidance or limitations. <br> <br>(1) money laundering regulations – prospective tenants will be asked to produce identification documentation during the referencing process and we would ask for your co-operation in order that there will be no delay in agreeing a tenancy. <br>(2) These particulars do not constitute part or all of an offer or contract. <br>(3) The text, photographs and plans are for guidance only and are not necessarily comprehensive. <br>(4) Measurements: These approximate room sizes are only intended as general guidance. You must verify the dimensions carefully to satisfy yourself of their accuracy. <br>(5) You should make your own enquiries regarding the property, particularly in respect of furnishings to be included/excluded and what parking facilities are available. <br>(6) Before you enter into any tenancy for one of the advertised properties, the condition and contents of the property will normally be set out in a tenancy agreement and inventory. Please make sure you carefully read and agree with the tenancy agreement and any inventory provided before signing these documents.","Lower House Crescent, Filton, Bristol BS34",pre-owned,to_rent,51.51413,-2.567299,residential,2000.0,2000.0,2000.0,2000.0,,1.0,4.0,4.0,4.0,2,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/cedaf5b5d8c669a92991532dd2a6ae1409a23bbe.jpg', 'https://lid.zoocdn.com/u/2400/1800/04db5f4ae83b9e104e722676acde51a3da6fc3a9.jpg', 'https://lid.zoocdn.com/u/2400/1800/c5216b73a0be0c9b2fbe603215b397938db2c094.jpg', 'https://lid.zoocdn.com/u/2400/1800/9eb275aa94e4906ac1e0c41b1944f70f2d6522e3.jpg', 'https://lid.zoocdn.com/u/2400/1800/d3d80412f2412bd6c943bff7f2de6ae54b30fc74.jpg', 'https://lid.zoocdn.com/u/2400/1800/27299844725a2bb3e6953081dda3d731d41d72ec.jpg', 'https://lid.zoocdn.com/u/2400/1800/7c770633b51dc6624d663e98d0ac5b12752480cd.jpg', 'https://lid.zoocdn.com/u/2400/1800/dd8db9cc919f8380f444f4dc985512cc7f6fec49.jpg', 'https://lid.zoocdn.com/u/2400/1800/12587da23cedbbc9f949f8704e2a2a45294a97e6.jpg', 'https://lid.zoocdn.com/u/2400/1800/31d8a8a758b7b75de69c6f9af74a5e801bed4a1e.jpg', 'https://lid.zoocdn.com/u/2400/1800/29ef28ee8db7dae1f297bf70cd22a99296221a75.jpg']","['Parking', 'Sharers property', '4 bedrooms', '2 bathrooms', 'Front and rear gardens', 'Zero Deposit Guarantee option available', 'Communal room', 'Access links, location!']",['https://www.connells.co.uk/property/P4936B0811-A4C5BCF2'],[],"Unit 4 The Shield Retail Centre, Link Road, Avon",Connells - Filton,0117 295 0550,2024-03-31,
188,66915078,https://www.zoopla.co.uk/to-rent/details/66915078/,flat,1 bed flat to rent,2024-03-20T12:35:29,5FC930F4-C8E2-4327-99E2-5D957EE14B75,BS2 0BW,"Discover a one-bedroom gem in Bristol's Old Market, BS2, ready from 30th March. This modern flat, set in a vibrant historic district known for its bohemian vibe. The flat offers a spacious open-plan living area and kitchen. With contemporary finishes, the flat is perfect for individuals or couples seeking style and convenience. The bedroom, a cozy retreat, promises restful nights. Note: No parking available, but you're steps from cultural hotspots and nightlife!","West Street, St. Philips, Bristol BS2",pre-owned,to_rent,51.45742,-2.576622,residential,1000.0,1000.0,1000.0,1000.0,474,0.0,1.0,1.0,1.0,1,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/55544a86f2c8b071a0f5dff5ba34103b08920780.jpg', 'https://lid.zoocdn.com/u/2400/1800/8ec1b232d6f23d2f8816165b9f6b1f3afd154dd4.jpg', 'https://lid.zoocdn.com/u/2400/1800/eaaca4151092ae955e6e74263cbe55d3575f5ec4.jpg', 'https://lid.zoocdn.com/u/2400/1800/abd5be6c217d5ed295ecfa79540f2b2651589f00.jpg']",[],"['https://lc.zoocdn.com/ded640630034130b5ac2b026c76af10a9dfc0d2b.pdf', 'https://www.vebra.com/details/property/32974330']",[],"113a Gloucester Road North, Bristol",R&G Property Bristol,0117 444 2639,2024-03-22T00:00:00,474.0
189,66667545,https://www.zoopla.co.uk/to-rent/details/66667545/,terraced,4 bed terraced house to rent,2024-02-18T04:26:18,87ca4742-f0cd-408e-bebc-51e84a68b62f,BS16 3ST,"**available for 24/25 academic year**<br>Newly renovated home in the heart of Fishponds. Upon entering this property you are greeted by a welcoming hallway with a spacious fully-furnished living/dining room to the right featuring a large bay window and carpet flooring. Behind the living room is the first of four double bedrooms, typically furnished with a double bed, wardrobe space, drawers and a desk and carpeted. At the end of the hallway is the brand new kitchen, featuring stylish high gloss units, granite finish worktops and integrated appliances, and access to the garden.<br><br>Upstairs are the three further bedrooms and the family bathroom. The bathroom is tiled and fitted with a white three piece suite, including an over-bath shower, chrome mixer taps and large hotel-style mirror. All three bedrooms on this floor are also fully furnished.<br><br>Forest Road is a few minutes from Fishponds Road, a bustling area with local amenities such Lidl, McDonalds, Morrisons and more. Public transport running into the city centre and to the University of West England are a stones' throw away, and regular buses run every 15 minutes from Fishponds Road. The uwe Glenside campus is less than a 20 minute walk from this stunning property.<br><br>Managed by ARLA registered agent Sandstone UK which has a 24-hour emergency repairs service.<br><br>If you are not able to attend a viewing, Sandstone UK offer live live interactive viewings through Whats app Video, Skype, Face-time etc to offer flexibility for you to view and secure a property with us.Council tax band: B, EPC rating: D. Landlord Registration Number: Exempt from lr in England. Letting Agent Registration Number: 2006006.<br>Deposit: £3,180","Forest Road, Fishponds, Bristol BS16",pre-owned,to_rent,51.476613,-2.523882,residential,3180.0,3180.0,3250.0,3000.0,,0.0,4.0,4.0,4.0,1,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/62b17a2402d19556ccb4deeea2e57053240550c0.jpg', 'https://lid.zoocdn.com/u/2400/1800/d7c60a0945fb19537593e72f4351723a53acdb86.jpg', 'https://lid.zoocdn.com/u/2400/1800/9fec8ccede8718fc27716ca439cd0c63c5f4f67a.jpg', 'https://lid.zoocdn.com/u/2400/1800/e9aa169fea09c06883e339ddfea0ce0bac4c4d2a.jpg', 'https://lid.zoocdn.com/u/2400/1800/3ce9eb60bef9f94be7cce9d6e5c5f2d606c5a411.jpg', 'https://lid.zoocdn.com/u/2400/1800/266c123140c89198cfcffcda36bebb59943c85ab.jpg', 'https://lid.zoocdn.com/u/2400/1800/ba644255d9d660119be2b898a498962dee1bca7e.jpg', 'https://lid.zoocdn.com/u/2400/1800/2ab3c2f0aca00c8a4cd2d296da01ed34c1b3e29f.jpg', 'https://lid.zoocdn.com/u/2400/1800/f88cad2cc3e2395610ad4ecfdacfbcd53ebe2fa8.jpg', 'https://lid.zoocdn.com/u/2400/1800/9f9f2d394eb7edfc6441860a70bd786acf72158d.jpg', 'https://lid.zoocdn.com/u/2400/1800/a93b3a0a0a78fb86cfe4f64feb75086637dd7dc4.jpg', 'https://lid.zoocdn.com/u/2400/1800/31a0f5a2ebb95e40b88d9e7cca75936c27b62257.jpg', 'https://lid.zoocdn.com/u/2400/1800/b5a084655c4022cc5f0d62f17d2f5ce7b8a7f829.jpg', 'https://lid.zoocdn.com/u/2400/1800/a97f0291da206e238c98eb52698cd0d26e0190ff.jpg']","['Fridge Freezer', 'Dishwasher', 'Central Heating', 'Shower', 'Burglar Alarm', 'No Smoking', 'No pets', 'On Street Parking']",[],[],"14 Coates Crescent, Edinburgh",Sandstone UK,0191 372 6020,2024-08-19T00:00:00,
190,65301351,https://www.zoopla.co.uk/to-rent/details/65301351/,semi_detached,6 bed semi-detached house to rent,2023-12-12T07:56:56,0DBB7C3E-E2D0-4EEE-9327-BBCEF81C06C0,BS10 6WE,"***student property*** Light and spacious six double bedroom student house on Blandamour Way in Southmead, offered fully furnished and available from the 12th of August 2024.<br><br>The house located in a quiet development off Pen Park Road in Southmead and offers great access to uwe via regular public transport links nearby. It's undergoing light refurbishment and will be ready for new tenants at the start of September.<br><br>Key features:<br>- Student property<br>- Six double bedrooms<br>- Fully furnished<br>- White goods included<br>- Two bathrooms<br>- Downstairs WC<br>- Off street parking at the rear<br>- Big back garden<br>- Good public transport links<br><br>The ground floor comprises: A kitchen/dining room which includes unit storage and white goods, a utility room, a large double bedroom which offers direct access to the garden, a second double bedroom, a living space and a downstairs WC.<br><br>The first floor comprises: A master bedroom with an ensuite shower room, three good sized double bedrooms and a master bathroom with a shower over the bath.<br><br>The property also benefits from: Gas central heating, double glazing, a fridge/freezer, an additional fridge, a washing machine, gas hobs and storage space.<br><br>Things to note:<br>- Only student tenants will be considered for this property.<br><br><strong>Notice</strong><br>All photographs are provided for guidance only.<br><br>Redress scheme provided by: The Property Ombudsman (T05747)<br>Client Money Protection provided by: Propertymark (C0133930)","Blandamour Way, Southmead BS10",pre-owned,to_rent,51.508173,-2.593637,residential,3900.0,3900.0,4000.0,3750.0,1259,1.0,6.0,6.0,6.0,2,False,False,True,"['https://lid.zoocdn.com/u/2400/1800/1cd9ca25e544146e0a275e3c8be5e5d9eb276baa.jpg', 'https://lid.zoocdn.com/u/2400/1800/b3f04d5c9a3748f748a58f332d7192ff44c9a19a.jpg', 'https://lid.zoocdn.com/u/2400/1800/d96a4c1625a182455269c29a05759629db262914.jpg', 'https://lid.zoocdn.com/u/2400/1800/79e5d7d69e409dbbbd9cee8211b077bf03cb27bf.jpg', 'https://lid.zoocdn.com/u/2400/1800/318c9f6cc996fe1bdb4a53fd13b55d762ffe557d.jpg', 'https://lid.zoocdn.com/u/2400/1800/ec76e8666d6eeaf23a06ac9e4fbd3cb993fcd8f7.jpg', 'https://lid.zoocdn.com/u/2400/1800/15f468e86662634e964e25961314a37d9f82a4e6.jpg', 'https://lid.zoocdn.com/u/2400/1800/530ee0ed5bf91fe97e74dc43ecd17ffeb2446ccb.jpg', 'https://lid.zoocdn.com/u/2400/1800/784997d5c3350609f74e135acc3922ced1e02b96.jpg', 'https://lid.zoocdn.com/u/2400/1800/222ea2035aefda03453aec33e54cad838774f5cf.jpg', 'https://lid.zoocdn.com/u/2400/1800/51e2073d49a3b1701d672c20b7817370ac650faa.jpg', 'https://lid.zoocdn.com/u/2400/1800/ff44f2e3cb258c823ca8d216e6f7c1f97ed7a460.jpg', 'https://lid.zoocdn.com/u/2400/1800/6ae3bdefd4b5ef9482be387b128d5c0379721bfc.jpg', 'https://lid.zoocdn.com/u/2400/1800/c8719a5f409e2bf666740233d6676d871f0d3a3c.jpg', 'https://lid.zoocdn.com/u/2400/1800/775bda6d894910c4249d3d3626a3ff4ba392f957.jpg']","['Student property', 'Six double bedrooms', 'Fully furnished', 'White goods included', 'Two bathrooms', 'Downstairs WC', 'Off street parking at the rear', 'Big back garden', 'Good public transport links']",[],[],"30-32 High Street, Westbury on Trym, Bristol",Balloon Letting Company,0117 444 3218,2024-08-12T00:00:00,1259.0
191,60602604,https://www.zoopla.co.uk/to-rent/details/60602604/,flat,2 bed flat to rent,2024-02-07T14:11:08,8f3c67ac-3a7f-432a-8fbc-b94f131fa520,BS5 0JT,"****students****<br><br>Central Estate Agents are pleased to offer this very well presented two bedroom property to the letting market.<br><br>The property comprises lounge, kitchen with white goods included, two double bedrooms and bathroom with shower over.<br><br>Other benefits: Newly decorated, communal courtyard garden gas central heating, double glazed windows, good transport link to the city centre and the M4/M5 motorway.<br><br>The property will be furnished.","Chaplin Road, Easton, Bristol BS5",pre-owned,to_rent,51.463915,-2.568343,residential,1550.0,1550.0,1750.0,1500.0,,1.0,2.0,2.0,2.0,1,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/906124b067a473d5f33dbb95005b72e118957e8c.jpg', 'https://lid.zoocdn.com/u/2400/1800/34672b25c1b44fff10d6672e104db5bc44b26750.jpg', 'https://lid.zoocdn.com/u/2400/1800/164d01b19ec6422ececb174f708b93ba2c28dbcb.jpg', 'https://lid.zoocdn.com/u/2400/1800/a8c021159efbba283a7791d7e6c29e01163c671b.jpg', 'https://lid.zoocdn.com/u/2400/1800/fe6c3e4d216e1c53f7e4fa0e2a2053006ca0cb6d.jpg', 'https://lid.zoocdn.com/u/2400/1800/5edfa22514e6882db345128310b4c045b6aec491.jpg', 'https://lid.zoocdn.com/u/2400/1800/fd27cf4819ceea59219127a2c628435ebcb5c5a7.jpg', 'https://lid.zoocdn.com/u/2400/1800/6ee783d426c38191d73cdcb740f566e38c8318ec.jpg', 'https://lid.zoocdn.com/u/2400/1800/642d2c5d6ce1574de6d3b8ff60b9ea2a81351986.jpg', 'https://lid.zoocdn.com/u/2400/1800/aa71fc411d83ca8c8572889814d0036e3266d6bd.jpg', 'https://lid.zoocdn.com/u/2400/1800/fefead6be6560b72b8f7a38f7db099bcae6cd61c.jpg', 'https://lid.zoocdn.com/u/2400/1800/5218d328b17d8cde421285f3f4b5e31e01b4abb4.jpg', 'https://lid.zoocdn.com/u/2400/1800/e409d0d026751fb0daab585f1a29cae506d78cac.jpg', 'https://lid.zoocdn.com/u/2400/1800/5d1a0851a6c7f4c437d109ce0586b821705cbf20.jpg', 'https://lid.zoocdn.com/u/2400/1800/4130eb62e7b1baff57886e96185200cd6ce759cb.jpg']","['Double glazed windows', 'Gas central heating', 'White goods', 'Newly decorated']",[],[],"272 Stapleton Road, Bristol",Central Estate Agents,0117 444 3101,2024-07-05,
192,66828447,https://www.zoopla.co.uk/to-rent/details/66828447/,terraced,5 bed terraced house to rent,2024-01-25T01:06:32,1BDDDA9D-6EFA-487F-81D0-64175AF33A73,BS16 5BB,"Rent includes gas/electric/water and 11 month tenancy. Offering a student property in a great location with four bedrooms and lovely social living space. Available on a furnished basis and ready for tenants in August 2024, ideal for the next academic year. Rear garden and fitted kitchen with white goods. Call CJ Hole today to arrange your viewing. This property includes Gas, Electric &amp; Water bills within the rent.<br><br>Council Tax Band: B<br>Holding Deposit: £836.54<br>Dilapidations Deposit: £4,182.70","Lawn Road, Fishponds, Bristol BS16",pre-owned,to_rent,51.483583,-2.521312,residential,3625.0,3625.0,3750.0,3500.0,,1.0,5.0,5.0,5.0,2,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/73856877f0777c68b486f1a2251a6848e1df7117.jpg', 'https://lid.zoocdn.com/u/2400/1800/f75b2986efbc6717802fde22e5c386cff202877a.jpg', 'https://lid.zoocdn.com/u/2400/1800/3acb545236f9650c12cb5a9060e50d6c0080dd84.jpg', 'https://lid.zoocdn.com/u/2400/1800/cf18ff8c7dda9ff538162b421e769970bb98a910.jpg', 'https://lid.zoocdn.com/u/2400/1800/0ab9cb84d7d6d3e183b6f715cb5d5c94437eea9f.jpg', 'https://lid.zoocdn.com/u/2400/1800/47532ea48cfdb871a6fa8a43c21938f789f1cccc.jpg', 'https://lid.zoocdn.com/u/2400/1800/72be0d9010cc857ecaf304a390cdfe1887d12abc.jpg', 'https://lid.zoocdn.com/u/2400/1800/357d2adb646d5357d05516f1283992403e6bd11c.jpg', 'https://lid.zoocdn.com/u/2400/1800/b0fe13c8f81b7672f80e96864f7cf485b652c305.jpg', 'https://lid.zoocdn.com/u/2400/1800/235e8f32bf27b91185e479a3e1e2e21ffbfafa85.jpg', 'https://lid.zoocdn.com/u/2400/1800/b3a108349fd9f1b0434ff577b9e20097d4cbd119.jpg']","['Gas, Electric &amp; Water Included', 'Student Property', 'Great Location', 'Furnished Home', 'White Goods Included', 'Available in August 2024', 'Call to arrange your viewing', 'On-Street Parking', 'Gas, Electric &amp; Water Included']",['https://assets.reapit.net/mac/live/pdf.php?p=KIL240012&t=L'],['https://lc.zoocdn.com/d47113019fbb3e8dfad0c3d8bc6f86d418f10b78.jpg'],"5 Cleeve Wood Road, Downend",CJ Hole Downend,0117 444 9752,2024-07-29,
193,38763940,https://www.zoopla.co.uk/to-rent/details/38763940/,,6 bed property to rent,2023-12-07T16:12:13,11C05F13-243F-438F-84BE-CFD86BFFF5C0,BS16 1GH,"***student property*** An immaculate six bedroom student house. The property is offered on a fully furnished basis with bills included (gas, water, electric and wi fi). The property comprises of a open plan kitchen living area, downstairs wc, six bedrooms and two bathrooms. Additional benefits include; double glazing, gas central heating and garden. The property is perfectly located for access to uwe and the Abbey Wood retail park.","Great Copsie Way, Bristol BS16",pre-owned,to_rent,51.498756,-2.559502,residential,4560.0,4560.0,4750.0,4500.0,,0.0,6.0,6.0,6.0,2,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/a4bf965f8913761cd59c8620cfc8437f10ee6e4f.jpg', 'https://lid.zoocdn.com/u/2400/1800/b160a7773cb1df58bf97e433def3f665c0026708.jpg', 'https://lid.zoocdn.com/u/2400/1800/55a74df135529290b2afb9babaac53d173bdb30e.jpg', 'https://lid.zoocdn.com/u/2400/1800/95ee11740b3d6d58e8b61f5751859365ba60cf97.jpg', 'https://lid.zoocdn.com/u/2400/1800/4382d6112d7e47ef067d48713400111e5078acb2.jpg', 'https://lid.zoocdn.com/u/2400/1800/494c7e13d510940eaaad157cc2b5976c79e764cb.jpg', 'https://lid.zoocdn.com/u/2400/1800/3e2fdb98370825a1ad450e3ee82e2cb57b5a5e28.jpg', 'https://lid.zoocdn.com/u/2400/1800/6121117012b3af2dbd2a3268b4efb0907c87e6b4.jpg', 'https://lid.zoocdn.com/u/2400/1800/366a13d952da4a424d956a2f1df09b7dbd176f50.jpg', 'https://lid.zoocdn.com/u/2400/1800/86477c64410df2521e6f5f3cda640f7f40e995f7.jpg', 'https://lid.zoocdn.com/u/2400/1800/c2b49c2ed3c847b8cf189466bacfe555b8bd1093.jpg', 'https://lid.zoocdn.com/u/2400/1800/21cb6c49924ada6795e9fe0102f7d9ca542855c0.jpg', 'https://lid.zoocdn.com/u/2400/1800/0d92fde07d9829fad49a3916781ffa920c3e9805.jpg', 'https://lid.zoocdn.com/u/2400/1800/e4365a5d89fa6fd20669919c0ff2a52a4130ee04.jpg']","['Student house', 'Six bedrooms', 'Bills included', 'Two bathrooms', 'Deposit GBP6,480.00', 'Energy rating B', 'Garden', 'Available August']",[],['https://lc.zoocdn.com/beb966ee48a58b35add4b125062bff42e029a502.jpg'],"unit 7, Willowbrook Centre, Savages Woods Road, Bradley Stoke",Ocean - Bradley Stoke,01454 558916,2024-08-14T00:00:00,
194,66863082,https://www.zoopla.co.uk/to-rent/details/66863082/,flat,2 bed flat to rent,2024-03-13T18:56:39,D9935AEA-2C23-418A-A385-CAD20D8B73A0,BS11 9SN,"Property Reference: 1993076.<br><br>We are proud to offer this delightful 2 bedroom, 1 bathroom flat in a great location.<br><br>Available to move in from 13 April 2024. Property is offered unfurnished.<br><br>Viewing highly recommended. Contact OpenRent today for more details or to arrange a viewing!<br><br><strong>Summary</strong><br><br>Rent £1,150.00 per month (£265.38 per week)<br>Deposit / Bond is £1,150.00<br><br>Minimum tenancy is 6 months<br>Maximum number of tenants is 2<br><br><strong>Summary &amp; Exclusions:</strong><br>- Rent Amount: £1,150.00 per month (£265.38 per week)<br>- Deposit / Bond: £1,150.00<br>- 2 Bedrooms<br>- 1 Bathrooms<br>- Property comes unfurnished<br>- Available to move in from 13 April, 2024<br>- Minimum tenancy term is 6 months<br>- Maximum number of tenants is 2<br>- DSS enquiries welcome<br>- Students welcome to enquire<br>- Pets considered / by arrangement<br>- No Smokers<br>- Family Friendly<br>- Bills not included<br>- No Parking Available<br>- No Garden Access<br>- EPC Rating: C<br><br><strong> If calling, please quote reference: 1993076 </strong><br><br><strong>Fees:</strong><br>You will <strong>not</strong> be charged any admin fees.<br><br>** Contact today to book a viewing and have the landlord show you round! **<br>Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.<br><br><i>OpenRent endeavours to make all property particulars as accurate and reliable as possible, however if you require any further clarification or information please contact us. When applying for a tenancy using the Rent Now process, you will be required to pay one month's rent and any deposit before moving in. This will be paid to OpenRent and released to the landlord once you have moved in. With OpenRent there are no administration fees to pay. </i><br><br><i>Property Reference one million nine hundred and ninety-three thousand and seventy-six</i>","Bradley Crescent, Bristol BS11",pre-owned,to_rent,51.487451,-2.677665,residential,1150.0,1150.0,1250.0,1000.0,,0.0,2.0,2.0,2.0,1,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/19daf358d816a08a932f0b424239f5058859ff10.jpg', 'https://lid.zoocdn.com/u/2400/1800/a1a499553de72901ed6e8edd6fb47bc955a35270.jpg', 'https://lid.zoocdn.com/u/2400/1800/810858fcdd8bb19df640f6fc076f2c1d877fb14b.jpg', 'https://lid.zoocdn.com/u/2400/1800/7ef1548de464b5c73c2c1186f34416405cfc879a.jpg', 'https://lid.zoocdn.com/u/2400/1800/42cd5de332dd9fc8de9e9bbbbd5a5466e0c132d1.jpg', 'https://lid.zoocdn.com/u/2400/1800/58dbfa85f4c6afd0c2038cd6255e60c887c452ad.jpg', 'https://lid.zoocdn.com/u/2400/1800/f295c5aa4ac86bc54e7fa7b790f1232233729f4b.jpg', 'https://lid.zoocdn.com/u/2400/1800/c12d271456e9906ed40b04d341e679962981dca1.jpg', 'https://lid.zoocdn.com/u/2400/1800/b79e56cab83878a03259e6e6ba0b8dca7b7cf93d.jpg', 'https://lid.zoocdn.com/u/2400/1800/9d95cfa3d2e2f323d5911f3e32bee1ff436a8d04.jpg', 'https://lid.zoocdn.com/u/2400/1800/c952ceb16c24fd8b86fad89746270a0155a9d621.jpg', 'https://lid.zoocdn.com/u/2400/1800/79afe24d3c4f90b53303d351378f500edefaa60f.jpg', 'https://lid.zoocdn.com/u/2400/1800/d1a2d3e11519c08b556de3cf623957a167785b46.jpg', 'https://lid.zoocdn.com/u/2400/1800/2974368b4466d7eca52b37c049d5da0dc7140ba4.jpg']","['No Agent Fees', 'Students Can Enquire', 'Property Reference Number: 1993076']",[],[],"20 Wenlock Road, London",OpenRent,020 3542 2178,2024-04-13T00:00:00,
195,59613133,https://www.zoopla.co.uk/to-rent/details/59613133/,flat,1 bed flat to rent,2021-09-03T12:22:56,7c78b790-bb75-4dd3-885e-370d42f3853a,BS8 2HL,"Our medium or ‘mid’ term lettings are properties that are more flexible than a traditional 6 or 12 month tenancy. For instance all bills are included in our mid term prices and are fully furnished as standard meaning you just need to bring your clothes and stock up the fridge! Some of our properties are even available for as little as one month! So if you are waiting for a house sale to complete, having renovation work done at home or just in town for a job contract, give us a call and we’ll help you find somewhere to call your home away from home.","Alma Vale Road, Bristol BS8",pre-owned,to_rent,51.46248,-2.614189,residential,2200.0,2200.0,2250.0,2000.0,,0.0,1.0,1.0,1.0,1,False,False,False,"['https://lid.zoocdn.com/u/2400/1800/615d4b67303e26faabd7217c31cabda57a322e65.jpg', 'https://lid.zoocdn.com/u/2400/1800/c968cc6b8f70279458e8c1a6a39b065c383af190.jpg', 'https://lid.zoocdn.com/u/2400/1800/bbd291807e77c01a518eb3a60d3571b2951e481a.jpg', 'https://lid.zoocdn.com/u/2400/1800/12b149390202a54a11a76b0ce0ca166666b53d5d.jpg', 'https://lid.zoocdn.com/u/2400/1800/48e5e0b153d6b17594ea91bde3b0d027da3926b3.jpg', 'https://lid.zoocdn.com/u/2400/1800/70515b52b1ae5b5ae7177fbec87d076d8e730d96.jpg', 'https://lid.zoocdn.com/u/2400/1800/9715eab54917fb5638caa726e51e7ed32597bb5d.jpg', 'https://lid.zoocdn.com/u/2400/1800/8f1b55fd8e9a223b6db4a340ab1e5a1763c23318.jpg', 'https://lid.zoocdn.com/u/2400/1800/4c351676a1f24548a239072d48a25b8397115bf3.jpg', 'https://lid.zoocdn.com/u/2400/1800/cb85b53ffa0f8aa3ea2cd4531f620c595a026cde.jpg', 'https://lid.zoocdn.com/u/2400/1800/44ee8d8e758b5ccdd7e357fdb23be737d3282880.jpg', 'https://lid.zoocdn.com/u/2400/1800/8cae14ff1754854a2a66a216ded66939b3b1fcb6.jpg', 'https://lid.zoocdn.com/u/2400/1800/41434b733f41dc01a7926f6c727ad3fbb81d2ad3.jpg']","['Brand new apartments', 'Newly refurbished', 'Great location on Alma Vale Road', 'In lovely Clifton location', 'Fully furnished', 'All bills included', 'Multiple 1 Beds Available']",[],[],"Kent House, 31-35 Prince Street, Bristol",Hopewell - Bristol,0117 295 2608,2024-01-11T00:00:00,
