,id,Unnamed: 0,propertyType,name,publishedOn,address,latitude,longitude,price,priceActual,priceMax,priceMin,livingRooms,beds,bedsMax,bedsMin,isRetirementHome,isSharedOwnership,studentFriendly,features
10,44210470.0,10,terraced,3 bed property to rent,2024-04-08T17:13:26,"Cranmore Place, Odd Down, Bath BA2",51.355908,-2.373895,1525.0,1525.0,1750.0,1500.0,1.0,3.0,3.0,3.0,False,False,False,"['Available April', 'Unfurnished', 'Three Bedroom', 'Space for Two Cars', 'Large Garden']"
11,58666119.0,11,flat,1 bed flat to rent,2024-02-28T10:08:00,"James Street West, Bath BA1",51.382328,-2.367529,1504.0,1504.0,1750.0,1500.0,0.0,1.0,1.0,1.0,False,False,False,"['Student Accommodation', 'James House', 'All Bills Included', 'Central Location', 'Fully Furnished']"
12,66386975.0,12,town_house,5 bed town house to rent,2024-01-12T11:44:23,"Paragon, Bath BA1",51.3861,-2.36063,8000.0,8000.0,8000.0,8000.0,4.0,5.0,5.0,5.0,False,False,False,"['Stunning townhouse', 'Beautifully furnished', '5 Bedrooms', '4 Reception rooms', 'Family house', 'Gas central heating', 'Separate utility room', 'EPC = C', 'Furnished']"
13,61419801.0,13,flat,1 bed flat to rent,2024-01-15T10:46:11,"Brock Street, Bath BA1",51.386251,-2.366512,1850.0,1850.0,2000.0,1750.0,1.0,1.0,1.0,1.0,False,False,False,"['Close to the royal crescent', 'Close to royal victoria park', 'Ground floor flat', 'Private courtyard']"
14,66689898.0,14,end_terrace,3 bed end terrace house to rent,2024-02-21T01:24:25,"Lytton Gardens, Bath BA2",51.370966,-2.394029,1550.0,1550.0,1750.0,1500.0,0.0,3.0,3.0,3.0,False,False,False,"['No Agent Fees', 'Property Reference Number: 1995182']"
15,50316684.0,15,flat,1 bed flat to rent,2024-04-03T08:38:32,"Calton Road, Bath BA2",51.37541,-2.356689,1200.0,1200.0,1250.0,1000.0,1.0,1.0,1.0,1.0,False,False,False,"['One bedroom garden apartment', 'Situated in the sought after Widcombe', 'Stunning views across the City', 'Less than a mile from City centre and railway station', 'Close to Widcombe Parade', 'Underfloor heating', 'Fitted kitchen with white goods', 'Lounge with bi-folding doors to courtyard', 'Private courtyard garden', 'Available early May']"
16,66261155.0,16,flat,1 bed flat to rent,2023-12-18T19:12:21,"Norfolk Buildings, Bath BA1",51.38208,-2.369166,1700.0,1700.0,1750.0,1500.0,0.0,1.0,1.0,1.0,False,False,False,"['No Agent Fees', 'Students Can Enquire', 'Bills Included', 'Property Reference Number: 2050613']"
17,67048681.0,17,mews,4 bed mews to rent,2024-04-06T13:12:34,"Circus Mews, Bath BA1",51.387067,-2.364506,2600.0,2600.0,2750.0,2500.0,1.0,4.0,4.0,4.0,True,False,False,"['1 Private Parking Space', '2 Bathrooms', 'Long term tenancies only', 'Balcony', ""Available to over 60's""]"
18,65165164.0,18,semi_detached,3 bed semi-detached house to rent,2024-04-03T09:06:29,"Souls Road, Bath BA2",51.34418,-2.364851,2400.0,2400.0,2500.0,2250.0,1.0,3.0,3.0,3.0,False,False,False,"['3 bedrooms', 'Council Tax band D', 'Garage', 'Off street parking', 'Unfurnished', 'New home']"
19,66735071.0,19,terraced,4 bed terraced house to rent,2024-02-27T09:55:06,"Northampton Street, Bath BA1",51.389133,-2.366447,3995.0,3995.0,4000.0,3750.0,4.0,4.0,4.0,4.0,False,False,False,"['Four Bedroom Town House', 'Two Bathrooms', 'Over Four Floors', 'Landscaped Rear Garden', 'Central Location', 'Excellent Schools Catchment', 'Tastefully refurbished', 'Permit Parking']"
20,65373392.0,20,flat,3 bed flat to rent,2024-03-07T11:54:23,"St. James's Parade, Bath BA1",51.379409,-2.360566,4121.0,4121.0,4250.0,4000.0,0.0,3.0,3.0,3.0,False,False,True,"['Electricity', 'Gas', 'Internet', 'Water', 'Larger than average room sizes', 'Fully furnished', '3 minute walk to bath spa station', 'Smart TV included']"
21,66938518.0,21,flat,3 bed flat to rent,2024-03-22T11:45:09,"Old Brewery Place, High Street, Oakhill, Radstock BA3",51.223468,-2.527621,2100.0,2100.0,2250.0,2000.0,1.0,3.0,3.0,3.0,False,False,False,"['Penthouse', '3 double bedrooms', 'Available now', 'Period features', 'Communal pool and gym', '2 allocated parking spaces', 'Council tax band D', 'EPC C']"
22,51376725.0,22,end_terrace,2 bed end terrace house to rent,2024-01-26T12:45:20,"High Street, Bathford, Bath, Somerset BA1",51.398727,-2.294812,1350.0,1350.0,1500.0,1250.0,2.0,2.0,2.0,2.0,False,False,False,"['2 Bedrooms', '2 Reception Rooms', 'Bathroom', 'Kitchen', 'Garden', 'Quiet Lane', 'Village location']"
23,67035062.0,23,flat,1 bed flat to rent,2024-04-04T23:04:25,"Ground Floor, Kensington Place, Walcot, Bath BA1",51.39283,-2.349251,1450.0,1450.0,1500.0,1250.0,1.0,1.0,1.0,1.0,False,False,False,"['Council Tax band D', 'Unfurnished', 'Private south facing garden', 'Available April', 'One off street parking space at the rear of the property']"
24,67057060.0,24,flat,1 bed flat to rent,2024-04-08T14:26:06,"Catharine Place, Bath BA1",51.3874,-2.36607,1450.0,1450.0,1500.0,1250.0,1.0,1.0,1.0,1.0,False,False,False,"['Fully Furnished', 'Close To City Centre', 'Fully Fitted Kitchen', 'Gas Central Heating', 'Quiet location']"
25,66581813.0,25,flat,2 bed flat to rent,2024-02-07T11:54:19,"Roman House, Walcot Gate, Bath BA1",51.388951,-2.357063,666.0,666.0,700.0,600.0,0.0,2.0,2.0,2.0,False,False,False,[]
26,62699381.0,26,detached,5 bed detached house to rent,2023-10-25T02:27:18,"Beckford Drive, Lansdown, Bath BA1",51.407571,-2.374834,4500.0,4500.0,4500.0,4500.0,2.0,5.0,5.0,5.0,False,False,False,"['Substantial three storey detached property', '2 reception rooms', '3 bathrooms', '4/5 bedrooms', 'Attractive good size garden', 'Double garage', 'Double width driveway and parking for 4 cars', 'Views']"
27,65802986.0,27,flat,2 bed flat to rent,2023-10-11T09:41:32,"Caern Well Place, Bath BA1",51.388859,-2.357666,738.0,738.0,800.0,700.0,0.0,2.0,2.0,2.0,False,False,False,[]
28,66815406.0,28,flat,2 bed flat to rent,2024-03-07T15:42:15,"Gloucester Road, Larkhall, Bath BA1",51.397492,-2.342062,3900.0,3900.0,4000.0,3750.0,1.0,2.0,2.0,2.0,True,False,False,"['On-site Bistro style restaurant with expert chef', 'Flexible care tailored to your needs and preferences', 'Beautifully maintained, landscaped gardens', 'Great community with a Village feel and independent shops', 'Historic city centre nearby with Larkhall within walking distance', 'Balconies overlooking a babbling brook to numerous apartments', '24 hour staffing', 'Wheelchair access', 'Lifts to all floors', 'Camera entry system']"
29,66689533.0,29,maisonette,3 bed maisonette to rent,2024-02-20T22:52:36,"Old Brewery Place, Oakhill, Nr Radstock BA3",51.223376,-2.528232,2000.0,2000.0,2000.0,2000.0,0.0,3.0,3.0,3.0,False,False,False,"['Council Tax Band: D', 'Deposit: 2,523 (gbp)', 'Three Bedrooms Detached', 'One Reception Room', 'Three Bathrooms', 'En-Suite', 'Allocated Parking', 'Double Glazing', 'Council Tax Band D', 'Open Galleried Landing']"
30,51376713.0,30,flat,2 bed flat to rent,2024-03-25T14:36:30,"Henrietta Street, Bath BA2",51.384303,-2.356955,1750.0,1750.0,1750.0,1750.0,1.0,2.0,2.0,2.0,False,False,False,"['2 Bedrooms', 'Kitchen', 'Sitting Room', 'Shower Room']"
31,66872721.0,31,flat,2 bed flat to rent,2024-03-14T17:29:15,"Newbridge Hill, Bath BA1",51.388743,-2.39664,1475.0,1475.0,1500.0,1250.0,0.0,2.0,2.0,2.0,False,False,False,"['No Agent Fees', 'Property Reference Number: 2020680']"
32,66999793.0,32,semi_detached,3 bed semi-detached house to rent,2024-03-30T07:15:34,"Lansdown Lane, Bath BA1",51.403921,-2.396598,3300.0,3300.0,3500.0,3250.0,0.0,3.0,3.0,3.0,False,False,False,"['No Agent Fees', 'Students Can Enquire', 'Bills Included', 'Property Reference Number: 2031371']"
33,62061005.0,33,detached,3 bed detached house to rent,2024-03-07T13:28:16,"Oaklands, Colliers Lane, Charlcombe, Bath BA1",51.40697,-2.36239,3000.0,3000.0,3000.0,3000.0,1.0,3.0,3.0,3.0,False,False,False,"['Council tax band F', 'High specification throughout', 'Detached', 'Off street parking', 'Unfurnished', 'Electric car charging port', 'Solar panels']"
34,52928988.0,34,flat,2 bed flat to rent,2024-04-04T09:21:58,"Edgar Buildings, Bath BA1",51.385105,-2.362019,1650.0,1650.0,1750.0,1500.0,1.0,2.0,2.0,2.0,False,False,False,"['Two Double Bedrooms', 'Two Bathroom', 'Penthouse Apartment', 'City Centre', 'Spacious', 'Light', 'Exceptional views', 'Available 3 June 2024']"
35,66913466.0,35,terraced,3 bed property to rent,2024-03-20T10:48:14,"Pickwick Road, Bath BA1",51.400122,-2.355971,1475.0,1475.0,1500.0,1250.0,0.0,3.0,3.0,3.0,False,False,False,"['3 Bedroom Property', 'Close to St Saviours Junior Church School', 'Close to Local Amenities', 'Available April']"
36,66861987.0,36,flat,1 bed flat to rent,2024-03-13T16:56:07,"Bennett Street, Bath BA1",51.386545,-2.361829,1200.0,1200.0,1250.0,1000.0,0.0,1.0,1.0,1.0,False,False,False,"['City Centre Location', 'Spacious living', 'Private outside space', 'Unfurnished', 'One double bedroom', 'Available now']"
37,67029337.0,37,flat,2 bed flat to rent,2024-04-04T12:55:32,"London Road West, Bath BA1",51.403198,-2.326433,1750.0,1750.0,1750.0,1750.0,1.0,2.0,2.0,2.0,False,False,False,"['Two double bedrooms', 'Available furnished or unfurnished', 'Newly Renovated', 'Immaculate condition', 'Beautiful views', 'Available now']"
38,67085372.0,38,bungalow,1 bed bungalow to rent,2024-04-11T10:56:12,"Charlton Court, Radstock BA3",51.26829,-2.455616,1100.0,1100.0,1250.0,1000.0,1.0,1.0,1.0,1.0,False,False,False,"['Council Tax Band A', 'Furnished', 'Use of swimming pool and gym', 'Electric, water and tv licence included', 'Parking for one car available']"
39,64912014.0,39,terraced,6 bed terraced house to rent,2023-06-19T17:00:04,"Walcot Buildings, Bath BA1",51.391055,-2.353989,10833.0,10833.0,12500.0,10000.0,2.0,6.0,6.0,6.0,False,False,False,"['5 Bedrooms', '3 Bathrooms', 'Lovely garden/ entertaining space', 'Exceptionally well presented', 'Fully furnished', 'Short let 1 day - 6 months less 1 day subject to availability', 'Prices start at £450.00 per night']"
40,66835478.0,40,flat,1 bed flat to rent,2024-03-11T12:25:21,"Midland Road, Bath BA1",51.3847,-2.376386,1330.0,1330.0,1500.0,1250.0,1.0,1.0,1.0,1.0,False,False,True,"['Electricity', 'Gas', 'Internet', 'Water', 'Communal garden', 'Balcony', 'Central heating', 'Double glazing', 'Waterfront', 'Cycle store', 'Fully staffed reception', 'Study area', 'Games/social space']"
41,66761580.0,41,terraced,6 bed terraced house to rent,2024-02-29T17:18:54,"The Paragon, Bath BA1",51.386425,-2.359818,8000.0,8000.0,8000.0,8000.0,4.0,6.0,6.0,6.0,False,False,False,"['Six Bedrooms', 'Four Receptions Rooms', 'Three Bathrooms', 'Furnished', 'Situated in the heart of Bath', 'EPC Rating = C']"
42,67078951.0,42,flat,2 bed flat to rent,2024-04-10T15:21:05,"Wells Road, Bath BA2",51.376793,-2.366063,1400.0,1400.0,1500.0,1250.0,0.0,2.0,2.0,2.0,False,False,False,"['Garden Apartment', 'Modern Kitchen', 'Large Lounge', '2 Double Bedrooms', 'Available May']"
43,41518489.0,43,flat,2 bed flat to rent,2024-03-14T12:54:01,"Alexandra House, Midland Road, Bath BA2",51.383388,-2.376289,1800.0,1800.0,2000.0,1750.0,1.0,2.0,2.0,2.0,False,False,False,"['Two Double Bedrooms', 'Upper Ground Floor Apartment', 'Allocated Secure Parking Space', 'En-Suite Shower Room', 'Finished To A High Standard Throughout', 'Gas Central Heating', 'Offered Unfurnished', 'Available Mid April']"
44,66510594.0,44,terraced,4 bed property to rent,2024-01-29T15:09:41,"St. Catherine, Bath BA1",51.428005,-2.321096,4000.0,4000.0,4000.0,4000.0,3.0,4.0,4.0,4.0,False,False,False,"['Idyllic hidden gem suitable for corporate lettings', 'Open plan Kitchen/Dining Room/Living Room', 'Garden Room with lovely views', 'Sitting Room with woodburning stove', 'Four bedrooms', 'Two bathrooms', 'Double Garage &amp; electronically gated parking', 'Gardens &amp; additional paddock']"
45,67085950.0,45,flat,1 bed flat to rent,2024-04-11T11:44:23,"James House, James Street West, Bath BA1",51.382324,-2.367528,1113.0,1113.0,1250.0,1000.0,1.0,1.0,1.0,1.0,False,False,True,"['Student accomodation', 'No families/professionals', 'Available September 2024', 'From £256 a week']"
46,67063330.0,46,semi_detached,4 bed semi-detached house to rent,2024-04-09T09:57:13,"Naish Road, Combe Down, Bath, Somerset BA2",51.364599,-2.350709,2500.0,2500.0,2500.0,2500.0,2.0,4.0,4.0,4.0,False,False,False,"['Allocated parking', 'Ample storage', 'Available long term', 'Beautiful garden', 'Beautifully presented', 'Bright and airy', 'Bright and spacious', 'Central heating', 'Close to local amenities', 'Close to local schools', 'Desirable location', 'Double glazing', 'Excellent condition']"
47,66885090.0,47,maisonette,3 bed maisonette to rent,2024-03-15T20:51:01,"Lansdown Mansions, Bath BA1",51.391196,-2.363821,1575.0,1575.0,1750.0,1500.0,0.0,3.0,3.0,3.0,False,False,False,"['No Agent Fees', 'Property Reference Number: 1765510']"
48,66877187.0,48,end_terrace,3 bed end terrace house to rent,2024-03-15T09:59:50,"William Street, Bath, Somerset BA2",51.383925,-2.354092,3400.0,3400.0,3500.0,3250.0,2.0,3.0,3.0,3.0,False,False,False,"['3 Floors', '3 Bedrooms', '2 Bathrooms', 'Kitchen/breakfast room', 'Conservatory', 'Utility Room', 'Balcony', 'Garage']"
49,65682053.0,49,terraced,3 bed property to rent,2024-03-06T15:05:45,"Wiltshire Way, Bath BA1",51.400038,-2.356991,1750.0,1750.0,1750.0,1750.0,1.0,3.0,3.0,3.0,False,False,False,"['3 Bedroom Property', 'Great Location', 'Bricklane partnership', 'Close to Local Schools', 'Built For Renters']"
50,66461652.0,50,flat,1 bed flat to rent,2024-01-22T19:41:22,"Gloucester Road, Larkhall, Bath BA1",51.397492,-2.342062,4150.0,4150.0,4250.0,4000.0,1.0,1.0,1.0,1.0,False,False,False,"['On-site Bistro style restaurant with expert chef', 'Flexible care tailored to your needs and preferences', 'Beautifully maintained, landscaped gardens', 'Great community with a Village feel and independent shops', 'Historic city centre nearby with Larkhall within walking distance', 'Balconies overlooking a babbling brook to numerous apartments', '24 hour staffing', 'Wheelchair access', 'Lifts to all floors', 'Camera entry system']"
51,67029286.0,51,terraced,3 bed property to rent,2024-04-04T12:48:47,"Audley Grove, Bath BA1",51.38615,-2.384657,2300.0,2300.0,2500.0,2250.0,0.0,3.0,3.0,3.0,False,False,False,"['Detached House', 'Not suitable for sharers or students', 'Garden access to Royal Victoria Park', 'Three bedrooms plus office', 'Off road parking space', 'Enclosed rear garden with side access', 'EPC Rating C']"
52,67061723.0,52,flat,3 bed flat to rent,2024-04-09T07:50:58,"Catharine Place, Bath BA1",51.38766,-2.36594,2500.0,2500.0,2500.0,2500.0,1.0,3.0,3.0,3.0,False,False,False,"['Short term let', 'Sought after location', 'Three double bedrooms', 'Modern kitchen', 'Spacious and bright living room', 'Private residents gardens', 'Central parking permit', 'Just under a mile to Bath station', 'Unfurnished', 'Available March']"
53,65753003.0,53,terraced,4 bed property to rent,2023-10-04T12:18:05,"Station Road, Lower Weston, Bath BA1",51.38381,-2.388895,5500.0,5500.0,5500.0,5500.0,1.0,4.0,4.0,4.0,False,False,False,"['Short &amp; long term lets available', 'Fully serviced accomodation', 'All bills included', 'Fortnightly cleans', 'All linen included', 'All coockware included', '14 days cancellation']"
54,66989195.0,54,flat,2 bed flat to rent,2024-03-28T15:15:13,"Lower Bristol Road, Bath BA2",51.387306,-2.406024,1195.0,1195.0,1250.0,1000.0,1.0,2.0,2.0,2.0,False,False,False,"['Spacious two bedroom apartment', 'Bristol side of Bath', 'Electric central heating', 'Laminate flooring throughout', 'Modern open plan kitchen/Living room', 'Shower room', 'Built in wardrobes', 'Gated parking', 'Unfurnished', 'Available early May']"
55,62489677.0,55,end_terrace,4 bed end terrace house to rent,2024-03-15T11:18:45,"Foxcombe Road, Bath, Somerset BA1",51.385773,-2.390893,3250.0,3250.0,3250.0,3250.0,0.0,4.0,4.0,4.0,False,False,False,"['Living Room', 'Sitting Room', 'Dining /Breakfast Room', 'Kitchen', 'Cloakroom', '4 Bedrooms', '2 Bathrooms', 'Garden', 'Garage', 'Driveway Parking']"
56,52599675.0,56,flat,2 bed flat to rent,2023-11-14T14:58:18,"Brockham End Mews, Brockham End, Lansdown, Bath BA1",51.424461,-2.408814,1595.0,1595.0,1750.0,1500.0,1.0,2.0,2.0,2.0,False,False,False,"['2 Bedrooms', '2 bathrooms', 'Open plan living room/kitchen', 'Garden', 'Off street parking']"
57,66729434.0,57,flat,2 bed flat to rent,2024-02-26T15:02:51,"Wellsway, Bath BA2",51.374058,-2.366802,1095.0,1095.0,1250.0,1000.0,1.0,2.0,2.0,2.0,False,False,False,"['Brand new two bedroom upper floor apartment', 'Electric central heating', 'Laminate flooring throughout', 'Open plan kitchen/living room', 'Two double bedrooms', 'Shower room', 'Situated in the sought after Bearflat area of Bath', 'Unfurnished', 'Available immediately']"
58,64968568.0,58,terraced,1 bed terraced house to rent,2024-03-07T11:47:08,"Burnham Road, Bath BA2",51.380209,-2.385919,2340.0,2340.0,2500.0,2250.0,1.0,1.0,1.0,1.0,False,False,True,"['Electricity', 'Gas', 'Internet', 'Water', 'Fireplace', 'Open plan kitchen living area', 'Smart TV included', 'Two bathrooms']"
59,67048478.0,59,flat,2 bed flat to rent,2024-04-06T12:28:03,"Sion Road, Bath BA1",51.395607,-2.368081,2400.0,2400.0,2500.0,2250.0,1.0,2.0,2.0,2.0,False,False,False,"['No utility costs - all inclusive rental price', 'Beautifully renovated', 'Private entrance', 'Off Street parking', 'Electric charging point', 'Private outside space', 'Maintained grounds']"
60,66780504.0,60,flat,2 bed flat to rent,2024-03-04T09:52:06,"Chatham Park, Bath BA2",51.383102,-2.343424,1500.0,1500.0,1500.0,1500.0,0.0,2.0,2.0,2.0,False,False,False,"['Second Floor Apartment', 'Semi Furnished', 'Balcony', 'Superb Views over Bath', 'Gas Central Heating']"
61,58666108.0,61,flat,1 bed flat to rent,2024-02-28T10:09:13,"Pulteney Road, Bath BA2",51.37669,-2.352873,1250.0,1250.0,1250.0,1250.0,0.0,1.0,1.0,1.0,False,False,False,"['Student Accommodation', 'Central Location', 'All Bills Included', 'Communal Courtyards', 'Fully Furnished', 'Available September']"
62,67004360.0,62,flat,2 bed flat to rent,2024-04-01T13:11:41,"Haygarth Court, Bath BA1",51.390281,-2.363109,1750.0,1750.0,1750.0,1750.0,0.0,2.0,2.0,2.0,False,False,False,"['No Agent Fees', 'Students Can Enquire', 'Property Reference Number: 1700488']"
63,66875540.0,63,detached,4 bed detached house to rent,2024-03-15T03:03:22,"Bannerdown Road, Batheaston, Bath BA1",51.409854,-2.303783,4250.0,4250.0,4250.0,4250.0,3.0,4.0,4.0,4.0,False,False,False,"['Spacious 2 storey accommodation', 'Well presented throughout', 'Ample off road parking', 'Large garden', 'Easy access Bath city centre']"
64,66889490.0,64,semi_detached,4 bed semi-detached house to rent,2024-03-17T00:11:28,"Wellsway, Bath BA2",51.373072,-2.366028,2500.0,2500.0,2500.0,2500.0,2.0,4.0,4.0,4.0,False,False,False,"['Available April', 'Enclosed Rear Garden', 'Gas Central Heating', 'Off Road Parking', 'Unfurnished', 'Spacious Home']"
65,66712717.0,65,detached,4 bed detached house to rent,2024-02-23T11:17:16,"Entry Hill Park, Bath BA2",51.361801,-2.36332,1850.0,1850.0,2000.0,1750.0,2.0,4.0,4.0,4.0,False,False,False,"['Sought after cul-de-ac location', 'Modern kitchen', 'Modern double glazing', 'Garage &amp; driveway', 'Stunning views across Bath', 'Close to local schools', 'Close to local transport links']"
66,67051281.0,66,detached,2 bed detached house to rent,2024-04-08T03:14:29,"Crescent Lane, Bath BA1",51.387626,-2.369641,1975.0,1975.0,2000.0,1750.0,0.0,2.0,2.0,2.0,False,False,False,"['No Agent Fees', 'Students Can Enquire', 'Property Reference Number: 2046014']"
67,51458354.0,67,flat,1 bed flat to rent,2024-04-04T13:46:05,"Wells Road, Bath BA2",51.37685,-2.36796,1095.0,1095.0,1250.0,1000.0,1.0,1.0,1.0,1.0,False,False,False,"['One bedroom apartment', 'First Floor', 'Situated very close to Bath City Centre', 'Stunning views', 'Electric heating', 'On road parking (non allocated)', 'Communal garden', 'Unfurnished', 'Available early May']"
68,66984209.0,68,terraced,2 bed terraced house to rent,2024-03-28T09:56:42,"Hardys Close, Bathpool, Taunton TA2",51.036655,-3.051275,1100.0,1100.0,1250.0,1000.0,1.0,2.0,2.0,2.0,False,False,False,"['A well presented modern terrace home in a cul de sac position', 'Monkton Heathfield', 'Drive parking to the front', 'Good sized enclosed rear garden', 'Entrance hall with stairs to the first floor', 'Cloakroom/wc', 'Open plan living/dining/kitchen with integrated appliances', 'Two good sized bedrooms', 'Bathroom', 'Available now']"
69,67037217.0,69,detached,6 bed detached house to rent,2024-04-05T09:23:34,"Church Street, Kilmersdon, Radstock BA3",51.270523,-2.4369,3250.0,3250.0,3250.0,3250.0,3.0,6.0,6.0,6.0,False,False,False,"['Grade II Listed', 'Traditional Architecture', '6 Bedrooms', '3 Reception Rooms', '3 Bathrooms', 'Formal Gardens', 'Self Contained Ground Floor Studio', 'Detached Coach House']"
70,67029717.0,70,flat,2 bed flat to rent,2024-04-04T13:22:49,"Midland Road, Bath BA2",51.384124,-2.376784,2300.0,2300.0,2500.0,2250.0,0.0,2.0,2.0,2.0,False,False,False,"['No Agent Fees', 'Students Can Enquire', 'Property Reference Number: 2042616']"
71,67078947.0,71,flat,1 bed flat to rent,2024-04-10T15:21:02,"Wells Road, Bath BA2",51.376793,-2.366063,1100.0,1100.0,1250.0,1000.0,0.0,1.0,1.0,1.0,False,False,False,"['1 Bedroom Property', 'Large Lounge', 'Modernised Kitchen', 'Top Floor Flat', 'Close To City Centre']"
72,66792612.0,72,flat,2 bed flat to rent,2024-03-05T12:28:46,"North Building, Bath BA1",51.3867793606557,-2.39083356284153,2000.0,2000.0,2000.0,2000.0,0.0,2.0,2.0,2.0,False,False,False,"['No Agent Fees', 'Students Can Enquire', 'Property Reference Number: 2009708']"
73,67032898.0,73,semi_detached,3 bed semi-detached house to rent,2024-04-04T17:07:44,"School Lane, Kilmersdon, Radstock BA3",51.271916,-2.440988,1400.0,1400.0,1500.0,1250.0,0.0,3.0,3.0,3.0,False,False,False,"['No Agent Fees', 'Students Can Enquire', 'Property Reference Number: 2034945']"
74,43600234.0,74,flat,1 bed flat to rent,2024-04-09T16:18:22,"Station Road, Lower Weston, Bath BA1",51.383203,-2.388846,1375.0,1375.0,1500.0,1250.0,1.0,1.0,1.0,1.0,False,False,False,"['New Kitchen', 'New Bathroom', 'Unfurnished', 'Rooftop Terrace Garden', 'Close to the ruh', 'Enviable Location', 'New Flooring']"
75,67087791.0,75,flat,1 bed flat to rent,2024-04-11T14:08:57,"The Brook, Lower Bristol Road, Bath BA2",51.38219,-2.379541,1430.0,1430.0,1500.0,1250.0,1.0,1.0,1.0,1.0,False,False,True,"['Students only', 'No professionals/families', 'Available September 2024', 'Starting from £329 a week']"
76,67033101.0,76,detached,3 bed detached house to rent,2024-04-04T18:06:53,"Woolverton, Bath BA2",51.284526,-2.300718,2000.0,2000.0,2000.0,2000.0,1.0,3.0,3.0,3.0,False,False,False,"['Character Cottage Available Now', 'Countryside Views', 'Furnished', 'Open Plan Living', 'Three Bedrooms', 'Two Bathrooms']"
77,58667808.0,77,flat,1 bed flat to rent,2024-02-28T10:07:55,"Pulteney Road, Bath BA2",51.382816,-2.351842,1643.0,1643.0,1750.0,1500.0,0.0,1.0,1.0,1.0,False,False,False,"['Student Accommodation', 'Modern Apartments', 'Henrietta Park Nearby', 'All Bills Included', 'Fully Furnished']"
